codigo,artista,musica,letra
16835,Felipe Araújo - Cristiano Araújo,Perdeu O Cara Errado,Nesses dias chuvosos de frio
16836,Anavitória,Porque Eu Te Amo,Eu poderia acordar sem teu olhar de sono
16837,Gusttavo Lima,Saudade Sua,Morei um tempo no fundo do poço
16838,MC Kevinho,Te Gusta,Ela me desafiou cheia de marra na pista
16839,Marília Mendonça,Vira Homem,É bem melhor falar a verdade
16840,Trio Parada Dura - Zé Neto e Cristiano,Vivendo Aqui No Mato,Não troco o seu despertador pelo o cantar
16841,Pixote,A Culpa É Do Coração,Olha o meu coração tá programado feito um
16842,Jota Quest - Rael,A Voz Do Coração,Ela vem pra te dizer que apesar de tanta
16843,Wesley Safadão,Jogo Dos 7 Erros,Cê gosta de jogar comigo né
16844,Zé Neto e Cristiano,Long Neck,Isso não é amor
16845,Ivete Sangalo - Jão,Me Liga,Pode deixar pode confiar
16846,Dilsinho - Luisa Sonza,Não Vai Embora,Tudo o que é bom dura tão pouco
16847,Atitude 67 - Maurício Manieri,Outra Vez,Um toque um beijo um cheiro
16848,Naiara Azevedo,Pegada Que Desgrama,Não quero mais tô vendo que a gente não tá
16849,Outro Eu,Pra Vida Inteira,Meu bem do meu amor quem sabe é só
16850,Matheus e Kauan,Ser Humano Ou Anjo,Quantas vezes tentei já caí e levantei
16851,Xand Avião - Gusttavo Lima,Algo Mais,Qualquer um em meu lugar deixaria do jeito
16852,Blitz,Betty Frígida,Meu amor não fique assim
16853,Gustavo Mioto,Com Ou Sem Mim,Se você não me disser a verdade
16854,Alceu Valença,Girassol,Mar e sol gira gira gira...girassol
16855,Mano Walter,Matuto De Verdade,Andar de carrão ter casa de praia
16856,Péricles,Oyá,Oyá é o povo de cá pedindo pra não sofrer
16857,Enzo Rabelo,Perfeitinha,Ela é uma princesa que não usa coroa
16858,Bob Zoom,Pula Pipoquinha,Pula pula pipoquinha pula pula sem parar
16859,Sorriso Maroto,Sinal Vital,Ainda estou escutando um barulho
16860,Cleber e Cauan,Sonho,Oi tudo bem há quanto tempo eu não te via
16861,Engenheiros do Hawaii,A Revolta Dos Dandis - Parte I,Entre um rosto e um retrato
16862,Soweto,Antes De Dizer Adeus,Não esqueço aquela época da escola
16863,Raul Seixas,Coração Noturno,Amanhece... amanhece o dia
16864,Lucas Lucco,Fé No Pai,Como explicar os nossos desencontros
16865,Ângela Rô Rô e Maria Bethânia,Fogueira,Porque queimar minha fogueira
16866,Sampa Crew,Ninguém,Amo o seu cheiro amo o seu jeito
16867,Amado Batista,O Julgamento,Sempre quando eu voltava para o lar
16868,Beth Carvalho,Samba De Arerê,Meu samba tem muito axé
16869,Yasmin Santos - Wesley Safadão,Saudade Em Gotas,Nesse copo aí não tem minha boca
16870,Lauana Prado,Viva Voz,Deve tá muito bom aí
16871,Sandy e Júnior,Aniversário Do Tatu,Todo mundo no aniversário do tatu
16872,Luan Santana,Asas,Desde que eu me entendo por gente
16873,Péricles,Até Que Durou,Tentei fazer valer a pena
16874,Henrique e Juliano,Deixa Ela Saber,Me diz por que tá estragando tudo
16875,Zé Neto e Cristiano,Estado Decadente,Lá se vai mais uma noite
16876,IRA!,Mudança De Comportamento,E aqui estou eu sozinho com o tempo
16877,Di Ferrero - Thiaguinho,No Mesmo Lugar,Andando sem direção pela contramão
16878,Reinaldo,Retrato Cantado De Um Amor,Veja bem nosso amor é perfeito
16879,Guilherme e Santiago,"Solteiro Sim, Sozinho Nunca",Solteiro sim sozinho nunca
16880,Matogrosso e Mathias,Sorte Tem Quem Acredita Nela,Não adianta um pé de coelho no bolso
16881,Teodoro e Sampaio,Afogar O Ganso,Se encher o copo eu bebo
16882,Ludmilla - DJ. Will 22,Cobra Venenosa,Eu disse limpa limpa
16883,Heróis da Resistência,Dublê De Corpo,Eu não reconheço mais
16884,Wesley Safadão,Eu Sendo Eu,Olha eu mais uma vez
16885,Matheus e Kauan,Nem Doeu,Quando cê pediu pra terminar
16886,Ana Carolina,Pra Terminar,Pra começar Dizer que o amor
16887,Trio Nordestino,Procurando Tu,Morena diga onde é que tu tava
16888,Felipe Araújo,Reincidente,Eu não vou te olhar senão já era
16889,Dilsinho - Henrique e Juliano,Sogra,Amor me ajuda que eu sou avoado
16890,Zé Neto e Cristiano,Tempestade Em Copo De Cerveja,E já passou trezentos e sessenta
16891,Ferrugem,Climatizar,Pode me esperar que eu tô chegando
16892,Falamansa,Confidência,Eu tenho um segredo menina
16893,Diogo Nogueira,Embolaê,Lalaiá...Viu só onde foi que eu cheguei
16894,Arnaldo Antunes,Envelhecer,A coisa mais moderna que existe
16895,O Rappa,Lado B Lado A,Se eles são Exú eu sou Iemanjá
16896,Sandro e Cícero - MC Mirela,Me Adota,Apagou as fotos do seu ex
16897,Maiara e Maraísa - Marília Mendonça,Motel,Bem que eu notei que tá tudo mudado
16898,Ivete Sangalo - Vitão,Na Janela,Minha mãe sempre me falou
16899,Bezerra da Silva,Sequestraram Minha Sogra,Sequestraram minha sogra bem feito
16900,Kell Smith,Vulnerável,Tanta ironia quanto pintar árvores
16901,Guilherme e Benuto,3 Batidas,Eu tô rindo mas é desespero
16902,José Augusto,A Noite Mais Linda,No princípio foi apenas fantasia
16903,Oswaldo Montenegro,A Vida Quis Assim,Me fale das andanças ex amor
16904,Zé Neto e Cristiano,Barzinho Aleatório,Mais um comecinho de noite
16905,Mano Walter - Claudia Leitte,Então Vem Cá,Tanta boca pra poder beijar
16906,Di Paullo e Paulino - Marília Mendonça,Estrelinha,Enxugue esse rosto e venha aqui fora
16907,Luiz Gonzaga,Pagode Russo,Ontem eu sonhei que estava em Moscou
16908,Pato Fú,Por Perto,Num velho disco a vida se desfaz
16909,Luiza e Maurílio - Zé Neto e Cristiano,S De Saudade,É olha eu aqui na vida de solteiro
16910,Pique Novo,Supra Sumo Do Amor,Peço perdão eu não quis foi sem querer
16911,Monique Kessous,Frio,Cada vez que eu penso em te ver
16912,Camisa de Vênus,Hoje,Ouvi notícias de muito longe
16913,Harmonia do Samba,Meus Sentimentos,Volta pra mim estou sozinho precisando
16914,Luan Santana - Anitta,Rg,Eu sei quantos passos você dá
16915,IRA!,Rubro Zorro,O caminho do crime o atrai
16916,Giulia Be,Se Essa Vida Fosse Um Filme,Se essa vida fosse um filme eu só queria
16917,Charlie Brown Jr.,Só Por Uma Noite,Eu procurei em outros corpos encontrar você
16918,Cássia Eller,Vá Morar Com O Diabo,Ai meu Deus ai meu Deus o que é que há
16919,Ney Matogrosso,Vida Vida,Mora pra lá do outro mundo
16920,Ivan Lins,Vieste,Vieste na hora exata com ares de festa
16921,Henrique e Juliano,Briga Feia,Era só você ter pedido desculpas
16922,Wesley Safadão,Dois Lados,Cinco da manhã chegando em casa
16923,Zeca Baleiro,Era Domingo,Era domingo era do mundo
16924,Edson e Hudson,Galera Coração,Vai galera coração solta a voz
16925,Now United,Lendas,Pensei que o amor era uma lenda
16926,Dilsinho - Atitude 67,Me Deixa Pra Lá,Será que adiantou o nosso fim
16927,Anavitória,Nós,Se for ficar fica de uma vez não enrola
16928,Cleber e Cauan,Quase,Ela tentou usar uma roupa parecida
16929,CPM 22,Regina Let'S Go,Em muitas vezes procurei tentar achar
16930,Flay - Jerry Smith,Saudades Né Minha Filha,Quatro meses sem beijar na boca
16931,Trio Parada Dura,Bobeou... A Gente Pimba,Bobeou a gente pimba
16932,Frejat,Cartas E Versos,Nessa cidade todas as ruas vão terminar
16933,Art Popular,Encontro,O amor chegou pra mim era noite de
16934,Zezé Di Camargo e Luciano,Cara Ou Coroa (A Cara O Cruz),Ela me disse que era eu
16935,Pato Fu,Imperfeito,Eu sei que meu amor
16936,João Gustavo e Murilo - Analaga,Lençol Dobrado,Vai pra mim foi fácil já sei como resolver
16937,Péricles,Melhor Eu Ir,Melhor eu ir tudo bem vai ser melhor
16938,Kell Smith,Seja Gentil,Seja gentil com você respira fundo
16939,Jorge e Mateus,Trincadinho,Vale a pena eu gostar de você
16940,Ferrugem,Tristinha,Todo fim é um recomeço pra uma nova
16941,Marisa Monte,Acontecimento,Haverá de acontecer
16942,Jorge Aragão,Coisa De Pele,Podemos sorrir nada mais nos impede
16943,Gusttavo Lima,De Menina Pra Mulher,Já aprendi a te esquecer agora viu
16944,Claudia Leitte,Desembaça,Mão direita na frente mão esquerda
16945,Os Barões da Pisadinha,Já Que Me Ensinou A Beber,Eu prometi não mais te procurar
16946,Marília Mendonça,O Que Falta Em Você Sou Eu,Falando em saudade de novo eu acordei
16947,Gabriel Gava - Naiara Azevedo,Delicinha,Eu saio eu bebo eu beijo
16948,Maiara e Maraísa,Quase Um Casal,Quase foi por pouco podia ser diferente
16949,Gang 90 e Absurdettes,Telefone,São três horas da manhã você me liga
16950,Marcos e Belutti - Jorge e Mateus,Tudo Indica,É tão engraçado você me pedir
16951,Joanna,A Vida Virou Paixão,Quando senti teu amor parece que a lua
16952,Milton Nascimento,Certas Canções,Certas canções que ouço cabem tão
16953,Matheus e Kauan,Oitava Dose,Vou sair pra beber hoje eu não tô legal
16954,Pablo,Pecado De Amor,Me deixa aqui com a cabeça cheia
16955,Bruno e Marrone,Por Um Gole A Mais,Paguei eu assumo eu admito
16956,Nando Reis,Declaração De Amor,O amor não vê nobreza
16957,Mumuzinho,Dengo Nego,Tudo está do mesmo jeito
16958,Murilo Huff - Marília Mendonça,Dois Enganados,Tô ficando com alguém que terminou
16959,Raça Negra - Xand Avião,Dono Do Seu Beijo,No começo era paixão o que a gente fez
16960,Rita Lee,Papai Me Empresta O Carro,Papai me empreste o carro
16961,Vitor Kley,Ainda Bem Que Chegou,Fazia tempo que não sentia o meu peito bater
16962,Zeca Pagodinho - Beth Carvalho,Ainda É Tempo Pra Ser Feliz,Me cansei de ficar mudo
16963,Gusttavo Lima,Café E Amor,Não vou te obrigar a ficar aqui
16964,Jads e Jadson - Victor e Leo,Colo,Você pode sentar no meu colo
16965,Ivete Sangalo,Dura Na Queda,Lalaiê laiá... Aparece do nada e mudou
16966,Skank,In (Dig) Nação,Eu fiquei indignado
16967,Disney Viva a Vida é uma Festa - Rogério Flausino,Lembre De Mim,Se deixar essa canção te embalar
16968,Outro Eu - Melim,Oceana,Ná-naná... Eu sei que já passou da hora
16969,Sandy,Piloto Automático,Eu nunca fiz questão de estar aqui
16970,Zé Felipe,Só Tem Eu,Cê tá achando que vai
16971,Sampa Crew,Dessa Vez,Já tô sabendo que você tá sem ninguém
16972,Sandy e Júnior,Libertar,Libertar devolver ao mundo
16973,Chitãozinho e Xororó,Página Virada,Vem que esse orgulho não vai dar em nada
16974,Fundo de Quintal,Parabéns Pra Você,Se o tempo passou e não fui feliz
16975,Vicka,Pausa,Será que tem remédio pra curar meu tédio
16976,Fágner,Pedras Que Cantam,Quem é rico mora na praia
16977,Os Barões da Pisadinha,Tá Rocheda,Entrei na rua dela com o meu carro rebaixado
16978,Wesley Safadão,Tim Tim,O mundo dá voltas e olha eu por cima
16979,Jorge e Mateus,Antônimos,Só queria ter o seu abraço
16980,Lagum - Ana Gabriela,Deixa,Acorda mas pode ser sem pressa
16981,Projota,Mulher Feita,Sei que podia ser bem menos complicado
16982,Legião Urbana,Os Anjos,Hoje não dá hoje não dá
16983,Isabella Taviani,Sentido Contrário,Tudo o que eu queria agora
16984,Sorriso Maroto - Belo,100 Likes,Uma foto arrumada e legendada
16985,Felipe Araújo - Marília Mendonça,Amante Fiel,Ela não reclama quando chego tarde
16986,Gloria Groove,Apaga A Luz,Apaga a luz e deixa o tempo passar
16987,Guilherme e Santiago,Casa Amarela,E olha eu aqui pela décima vez
16988,MC Kekel - Mumuzinho - Maiara e Maraísa,Ela Tá Podendo,Ela sempre rouba a cena em qualquer lugar
16989,Jão,Imaturo,Gosto de ser imaturo com você
16990,Giulia Be - Luan Santana,Inesquecível,Vou começar dizendo cê nunca me deu um
16991,Plebe Rude,Proteção,Será verdade será que não
16992,Claudia Leitte - Wesley Safadão,Rodou,Tava tão lindo
16993,Amado Batista,Vem Morena,Vem morena vem vem amar
16994,Belo,É O Que Eu Mereço,Deixa que eu seguro a barra
16995,Matheus e Kauan,É Problema,Tô sentado no boteco
16996,Jonas Esticado,Investe Em Mim,Sei que você não ama mais ninguém
16997,Disney Mulan - Sandy,Lealdade Coragem Verdade,Meu destino está nessa guerra
16998,Ludmilla,Rainha Da Favela,Foca no meu só no meu
16999,Tierry,Rita,Sua ausência tá fazendo mais estrago
17000,Xand Avião - Dilsinho,Vou Parar,Eu quero me envolver
17001,Sorriso Maroto,Antes Que O Mundo Acabe,Todo dia o mundo acaba
17002,Manu Gavassi - Gloria Groove,Deve Ser Horrível Dormir Sem Mim,Larguei até o livro que eu estava começando
17003,Jojo Maronttinni - Du Black - DJ Batata,Dominada,Dominada sim mas entre quatro paredes
17004,Wesley Safadão - Os Barões da Pisadinha,"Ele É Ele, Eu Sou Eu",Não é bem como você pensa
17005,Tierry - Marília Mendonça,Hackearam-Me,Joguei as nossas fotos na lixeira
17006,Projota,Muleque De Vila,Eu falei que era uma questão de tempo
17007,Skank,O Beijo E A Reza,Iça iça a vela do barco
17008,Hojerizah,Pros Que Estão Em Casa,Até bem cedo esperei pelo telefonema
17009,Marília Mendonça - Maiara e Maraísa,Quero Você Do Jeito Que Quiser,Mesmo que me perguntassem eu não
17010,Os Barões da Pisadinha,Recairei,Já faz uma semana que eu tô limpo
17011,Markinhos Moura,Anjo Azul,Meu anjo azul onde está você
17012,Bruno e Marrone,Coração De Pedra,Quero você te abraçar te envolver te sentir
17013,Calcinha Preta,E O Vento Levou,Desde o dia em que você se foi
17014,José Augusto - Roupa Nova,Eu E Você,Amar você é bom demais
17015,Simone e Simaria,Foi Pá Pum,É claro que pra mim doeu
17016,Xand Avião - Leo Santana,Forró 150,Ficar em casa pra quê se tem bailão
17017,Trio Parada Dura,Homem De Pedra,Já fui um grão de areia
17018,Zé Neto e Cristiano,Marcha De Núpcias,Tocou a marcha de núpcias
17019,Anavitória e Duda Beat,Não Passa Vontade,Quando é que você chega amor
17020,Kid Abelha,No Meio Da Rua,Como é que a moça passa por aqui
17021,Melim,Amores E Flores,Ô uô... Se eu tinha sorte no amor
17022,Pabllo Vittar - Pocah,Bandida,Ai como eu tô bandida ai ai como eu tô
17023,Erikka Rodrigues,Cara De Rica,Ela manda na cidade ela tá dominando
17024,Atitude 67 - Ivete Sangalo - Analaga,Chega Diferente,Ê-iê-iê... Chega diferente sempre na moral
17025,Marília Mendonça,Deprê,Tá errado hoje deveria ser feriado
17026,Pixote,Encontro De Erros,De quantos beijos você se lembra
17027,Jorge e Mateus,Lance Individual,Já namorou noivou
17028,Gustavo Mioto,Melhor Negócio,Quanto custa um lote no seu coração
17029,Raul Seixas,Metrô Linha 743,Ele ia andando pela rua meio apressado
17030,Ivete Sangalo - MC Zaac,Não Pode Parar,Eu tô te entendendo você me querendo
17031,Mila - Menor Nico - Petter Ferraz,Amor Ou O Litrão,Eu achei que eu bebia bem
17032,Zé Ramalho,Banquete Dos Signos,Discutir o cangaço com liberdade
17033,Maiara e Maraísa,Bengala E Crochê,Se já estamos misturando as meias
17034,Soweto,Búzios E Tarô,Olha olha nos meus olhos
17035,Cristiano Araújo,Hoje Eu Sou Seu Meu Bem,Hoje eu sou seu meu bem
17036,Luan Santana,Incondicional,Eu vou pedir ao sol pra iluminar nosso
17037,Milionário e José Rico,Jogo Do Amor,Com o meu dinheiro eu comprei de tudo
17038,Renato e Seus Blue Caps,Memórias,Ouvindo essa música antiga eu retorno
17039,João Neto e Frederico,Moda Derramada,Se o seu plano era me ver sofrer
17040,Jorge Aragão,Reflexão,Tem o amor várias maneiras
17041,Simone e Simaria - Dilsinho,Aí Lascou,Aí lascou o patrão me dispensou
17042,Zé Neto e Cristiano,Alô Ambev (Segue Sua Vida),Traz uma gelada pra mim por favor
17043,Os Barões da Pisadinha - Xand Avião,Basta Você Me Ligar,Falou que eu tô com nojo da tua cara
17044,MC Kevinho - Tierry,Bruninha,Não consigo ficar longe de você
17045,Ruban,Cinderela,Estava no mesmo lugar quando senti
17046,Turma do Balão Mágico,Mãe-Iê,Manhê sabe o que me aconteceu
17047,Alexandre Pires e Ivete Sangalo,Estrela Cadente (Hunting High And Low),Dia noite e céu
17048,Zé Vaqueiro,Letícia,Por quê você foi me iludir dizendo que ia
17049,Luisa Sonza - Anitta - Pabllo Vittar,Modo Turbo,Aposto contigo vai fazer o que eu quiser
17050,Axé Blond,Pega Essa Levada,Nesse compasso você vai ter que aprender
17051,Gusttavo Lima,Balada Do Buteco,Tudo organizado reservei a mesa
17052,Chitãozinho e Xororó,Caipira,O que eu visto não é linho
17053,Beth Carvalho - Zeca Pagodinho,Camarão Que Dorme A Onda Leva,Não pense que meu coração
17054,Luan Santana,Choque Térmico,Esse seu coração frio e beijo quente
17055,Altay Veloso,Entra E Sai De Amor,Baby a emoção me trouxe aqui
17056,Fundo de Quintal,Lucidez,Por favor não me olhe assim
17057,Yasmin Santos - Marília Mendonça,"Para, Pensa E Volta",Outra vez nós brigamos por motivo idiota
17058,Engenheiros do Hawaii - Clara Gessinger,Pose,Vamos passear depois do tiroteio
17059,Conde do Forró,Romance Desapegado,A gente conversa sem usar palavras
17060,Rebelde,Salva-Me,O que é que eu faço pra mudar
17061,Amado Batista e Reginaldo Sodré,A Única,Sempre quando eu chego em casa
17062,Mariana Fagundes - Naiara Azevedo,É Só Você Me Chamar,Alguém me falou não quero acreditar
17063,Barão Vermelho,Enquanto Ela Não Chegar,Quantas coisas eu ainda vou provar
17064,Israell Muniz - Wesley Safadão,Eu Vou Tirar Você Do Cabaré,Arrume a sua mala que eu vim pra tirar você
17065,Zé Vaqueiro,Meia Noite,Cê vai deixar a porta aberta para o nosso
17066,Zé Geraldo,Milho Aos Pombos,A cada conflito mais escombros
17067,Gabi Martins - Tierry,Prints,Eu já tinha terminado quando o seu olhar
17068,Sampa Crew,Se Me Lembro Faz Doer,Procuro alguém com quem possa dividir
17069,Luan Estilizado - Jerry Smith,Tá Faltando Eu,Quantas bocas você já beijou
17070,Swing e Simpatia,Toda Noite,Toda noite eu saio a sua procura
17071,Tierry - Gusttavo Lima,Acertou Na Mosca,Se você pensa que pode me conquistar
17072,Guilherme Arantes,Cuide-Se Bem,Cuide-se bem perigos há por toda a parte
17073,Diego e Victor Hugo - Bruno e Marrone,Facas,Primeiramente guarde suas armas
17074,Israel e Rodolffo,Fecha O Porta-Malas,É mais um gole de cerveja que desce
17075,Sorriso Maroto - Parangolé - MC WM,Fogo Na Gasolina,Quando eu mandei você sentar
17076,Projota,Marieva,Seus olhos são da sua mãe já deu pra ver
17077,Ana Gabriela e Melim,"Não Te Largo, Não Te Troco",Sabe quando a gente fica bobo
17078,Dhi Ribeiro,Para Uso Exclusivo Da Casa,Esse filé maravilhoso que é meu bofe
17079,Karol Conká - Tropkillaz,Tombei,Baguncei a divisão esparramei
17080,Rouge,"Vem, Habib",Wala wala wala wah... Mil e uma noites
17081,Beth Carvalho,Acreditar,Acreditar eu não recomeçar jamais
17082,Roupa Nova,Amo Em Silêncio (Silence Is Golden),Guardo no peito esse amor por você
17083,Os Barões da Pisadinha - Fernando e Sorocaba,Amor Da Despedida,Eu acho que eu vou deixar de seguir
17084,Vitor Kley,Anjo Ou Mulher,La-ra-ra-rá...Ela chegou quando ninguém
17085,Zé Neto e Cristiano,Atentado Pessoal,Sabe eu não te julgo eu faria o mesmo
